Organism ID in the KineticTable;Organism Name - representative
348;Butyrivibrio fibrisolvens
348;Butyrivibrio fibrisolvens
348;Butyrivibrio fibrisolvens
348;Butyrivibrio fibrisolvens
348;Butyrivibrio fibrisolvens
349;Clostridium kluyveri
349;Clostridium kluyveri
350;Clostridium tetanomorphum
351;Clostridium beijerinckii
352;Clostridium acetobutylicum
352;Clostridium acetobutylicum
352;Clostridium acetobutylicum
352;Clostridium acetobutylicum
352;Clostridium acetobutylicum
352;Clostridium acetobutylicum
352;Clostridium acetobutylicum
352;Clostridium acetobutylicum
352;Clostridium acetobutylicum
352;Clostridium acetobutylicum
353;Clostridium butylicum
354;Clostridium roseum
355;Leishmania major
355;Leishmania major
355;Leishmania major
355;Leishmania major
355;Leishmania major
355;Leishmania major
355;Leishmania major
355;Leishmania major
355;Leishmania major
355;Leishmania major
355;Leishmania major
355;Leishmania major
355;Leishmania major
355;Leishmania major
355;Leishmania major
355;Leishmania major
355;Leishmania major
355;Leishmania major
355;Leishmania major
355;Leishmania major
355;Leishmania major
355;Leishmania major
355;Leishmania major
356;Clostridium rubrum
357;Dasytricha ruminantium
361;Clostridium saccharobutylicum
361;Clostridium saccharobutylicum
362;Enterococcus faecalis
362;Enterococcus faecalis
362;Enterococcus faecalis
362;Enterococcus faecalis
362;Enterococcus faecalis
362;Enterococcus faecalis
362;Enterococcus faecalis
362;Enterococcus faecalis
362;Enterococcus faecalis
362;Enterococcus faecalis
362;Enterococcus faecalis
362;Enterococcus faecalis
362;Enterococcus faecalis
363;Enterobacter cloacae
363;Enterobacter cloacae
363;Enterobacter cloacae
363;Enterobacter cloacae
363;Enterobacter cloacae
365;Thermus caldophilus
365;Thermus caldophilus
365;Thermus caldophilus
365;Thermus caldophilus
366;Bacteroides fragilis
366;Bacteroides fragilis
366;Bacteroides fragilis
366;Bacteroides fragilis
366;Bacteroides fragilis
366;Bacteroides fragilis
366;Bacteroides fragilis
366;Bacteroides fragilis
366;Bacteroides fragilis
366;Bacteroides fragilis
366;Bacteroides fragilis
366;Bacteroides fragilis
366;Bacteroides fragilis
366;Bacteroides fragilis
366;Bacteroides fragilis
366;Bacteroides fragilis
366;Bacteroides fragilis
366;Bacteroides fragilis
366;Bacteroides fragilis
366;Bacteroides fragilis
366;Bacteroides fragilis
366;Bacteroides fragilis
366;Bacteroides fragilis
367;Clostridium absonum
368;Clostridium sordellii
369;Xanthomonas maltophilia
370;Brevibacterium fuscum
370;Brevibacterium fuscum
372;Pseudomonas cepacia
373;Rhizobium trifolii
374;Comamonas sp.
374;Comamonas sp.
375;Acinetobacter sp.
375;Acinetobacter sp.
375;Acinetobacter sp.
375;Acinetobacter sp.
375;Acinetobacter sp.
375;Acinetobacter sp.
375;Acinetobacter sp.
375;Acinetobacter sp.
375;Acinetobacter sp.
375;Acinetobacter sp.
375;Acinetobacter sp.
375;Acinetobacter sp.
375;Acinetobacter sp.
376;Fusarium merismoides
377;Bombyx mori
377;Bombyx mori
377;Bombyx mori
377;Bombyx mori
377;Bombyx mori
377;Bombyx mori
377;Bombyx mori
377;Bombyx mori
377;Bombyx mori
377;Bombyx mori
377;Bombyx mori
377;Bombyx mori
377;Bombyx mori
377;Bombyx mori
377;Bombyx mori
377;Bombyx mori
377;Bombyx mori
377;Bombyx mori
377;Bombyx mori
379;Mucor ambiguus
381;Pseudomonas maltophilia
382;Geobacillus stearothermophilus
382;Geobacillus stearothermophilus
382;Geobacillus stearothermophilus
382;Geobacillus stearothermophilus
382;Geobacillus stearothermophilus
382;Geobacillus stearothermophilus
382;Geobacillus stearothermophilus
382;Geobacillus stearothermophilus
382;Geobacillus stearothermophilus
382;Geobacillus stearothermophilus
382;Geobacillus stearothermophilus
382;Geobacillus stearothermophilus
382;Geobacillus stearothermophilus
382;Geobacillus stearothermophilus
382;Geobacillus stearothermophilus
382;Geobacillus stearothermophilus
382;Geobacillus stearothermophilus
382;Geobacillus stearothermophilus
382;Geobacillus stearothermophilus
383;Cryptococcus neoformans
383;Cryptococcus neoformans
383;Cryptococcus neoformans
383;Cryptococcus neoformans
383;Cryptococcus neoformans
383;Cryptococcus neoformans
383;Cryptococcus neoformans
383;Cryptococcus neoformans
383;Cryptococcus neoformans
383;Cryptococcus neoformans
383;Cryptococcus neoformans
383;Cryptococcus neoformans
383;Cryptococcus neoformans
383;Cryptococcus neoformans
383;Cryptococcus neoformans
383;Cryptococcus neoformans
383;Cryptococcus neoformans
383;Cryptococcus neoformans
383;Cryptococcus neoformans
384;Staphylococcus carnosus
384;Staphylococcus carnosus
385;Streptomyces lactamdurans
387;Brochothrix thermosphacta
388;Micromonospora sp.
391;Lactococcus plantarum
392;Caloglossa continua
393;Stagonospora nodorum
393;Stagonospora nodorum
393;Stagonospora nodorum
395;Debaryomyces hansenii
395;Debaryomyces hansenii
396;Haloarcula marismortui
396;Haloarcula marismortui
396;Haloarcula marismortui
397;Caulobacter crescentus
397;Caulobacter crescentus
397;Caulobacter crescentus
397;Caulobacter crescentus
397;Caulobacter crescentus
397;Caulobacter crescentus
397;Caulobacter crescentus
397;Caulobacter crescentus
397;Caulobacter crescentus
397;Caulobacter crescentus
397;Caulobacter crescentus
397;Caulobacter crescentus
397;Caulobacter crescentus
398;Clostridium sp.
398;Clostridium sp.
399;Clostridium perfringens
399;Clostridium perfringens
399;Clostridium perfringens
399;Clostridium perfringens
399;Clostridium perfringens
399;Clostridium perfringens
400;Clostridium leptum
401;Archaeoglobus fulgidus
401;Archaeoglobus fulgidus
401;Archaeoglobus fulgidus
401;Archaeoglobus fulgidus
401;Archaeoglobus fulgidus
401;Archaeoglobus fulgidus
401;Archaeoglobus fulgidus
401;Archaeoglobus fulgidus
401;Archaeoglobus fulgidus
401;Archaeoglobus fulgidus
401;Archaeoglobus fulgidus
401;Archaeoglobus fulgidus
401;Archaeoglobus fulgidus
401;Archaeoglobus fulgidus
401;Archaeoglobus fulgidus
401;Archaeoglobus fulgidus
401;Archaeoglobus fulgidus
401;Archaeoglobus fulgidus
402;Pichia quercuum
404;Serratia marcescens
404;Serratia marcescens
404;Serratia marcescens
404;Serratia marcescens
404;Serratia marcescens
404;Serratia marcescens
404;Serratia marcescens
404;Serratia marcescens
404;Serratia marcescens
404;Serratia marcescens
404;Serratia marcescens
404;Serratia marcescens
405;Enterobacter aerogenes
405;Enterobacter aerogenes
405;Enterobacter aerogenes
405;Enterobacter aerogenes
405;Enterobacter aerogenes
405;Enterobacter aerogenes
406;Galdieria sulphuraria
406;Galdieria sulphuraria
407;Flavobacterium sp.
407;Flavobacterium sp.
407;Flavobacterium sp.
407;Flavobacterium sp.
407;Flavobacterium sp.
407;Flavobacterium sp.
407;Flavobacterium sp.
408;Streptomyces hygroscopicus
408;Streptomyces hygroscopicus
408;Streptomyces hygroscopicus
408;Streptomyces hygroscopicus
409;Sinorhizobium fredii
409;Sinorhizobium fredii
410;Sinorhizobium meliloti
410;Sinorhizobium meliloti
410;Sinorhizobium meliloti
410;Sinorhizobium meliloti
410;Sinorhizobium meliloti
410;Sinorhizobium meliloti
410;Sinorhizobium meliloti
410;Sinorhizobium meliloti
412;Acetomonas oxydans
413;Cryptococcus melibiosum
414;Citrus sp.
415;Cymbopogon flexuosus
416;Zingiber officinale
416;Zingiber officinale
416;Zingiber officinale
417;Ocimum basilicum
417;Ocimum basilicum
417;Ocimum basilicum
418;Carpoglyphus lactis
419;Sporobolomyces salmonicolor
420;Rhodotorula glutinis
420;Rhodotorula glutinis
421;Streptomyces coelicolor
421;Streptomyces coelicolor
421;Streptomyces coelicolor
421;Streptomyces coelicolor
421;Streptomyces coelicolor
421;Streptomyces coelicolor
421;Streptomyces coelicolor
421;Streptomyces coelicolor
421;Streptomyces coelicolor
421;Streptomyces coelicolor
421;Streptomyces coelicolor
421;Streptomyces coelicolor
421;Streptomyces coelicolor
421;Streptomyces coelicolor
421;Streptomyces coelicolor
421;Streptomyces coelicolor
421;Streptomyces coelicolor
421;Streptomyces coelicolor
421;Streptomyces coelicolor
421;Streptomyces coelicolor
421;Streptomyces coelicolor
421;Streptomyces coelicolor
421;Streptomyces coelicolor
421;Streptomyces coelicolor
421;Streptomyces coelicolor
421;Streptomyces coelicolor
421;Streptomyces coelicolor
421;Streptomyces coelicolor
421;Streptomyces coelicolor
421;Streptomyces coelicolor
421;Streptomyces coelicolor
421;Streptomyces coelicolor
421;Streptomyces coelicolor
421;Streptomyces coelicolor
421;Streptomyces coelicolor
421;Streptomyces coelicolor
422;Geotrichum candidum
422;Geotrichum candidum
423;Candida macedoniensis
424;Cylindrocarpon sclerotigenum
427;Candida viswanathii
429;Beta vulgaris
429;Beta vulgaris
429;Beta vulgaris
429;Beta vulgaris
429;Beta vulgaris
429;Beta vulgaris
429;Beta vulgaris
429;Beta vulgaris
429;Beta vulgaris
429;Beta vulgaris
430;Leucaena glauca
431;Rana temporaria
434;Triturus carnifex
435;Schwanniomyces occidentalis
436;Cucumis sativus
436;Cucumis sativus
436;Cucumis sativus
436;Cucumis sativus
436;Cucumis sativus
436;Cucumis sativus
437;Nicotiana glauca
438;Nicotiana langsdorfii
440;Brassica oleracea
440;Brassica oleracea
440;Brassica oleracea
440;Brassica oleracea
440;Brassica oleracea
440;Brassica oleracea
440;Brassica oleracea
440;Brassica oleracea
440;Brassica oleracea
440;Brassica oleracea
440;Brassica oleracea
440;Brassica oleracea
440;Brassica oleracea
440;Brassica oleracea
440;Brassica oleracea
440;Brassica oleracea
440;Brassica oleracea
440;Brassica oleracea
440;Brassica oleracea
440;Brassica oleracea
440;Brassica oleracea
441;Sinapis alba
442;Brassica campestris ssp. pekinensis
442;Brassica campestris ssp. pekinensis
442;Brassica campestris ssp. pekinensis
442;Brassica campestris ssp. pekinensis
442;Brassica campestris ssp. pekinensis
442;Brassica campestris ssp. pekinensis
443;Candida lipolytica
444;Amycolatopsis methanolica
444;Amycolatopsis methanolica
445;Nostoc sp.
445;Nostoc sp.
445;Nostoc sp.
445;Nostoc sp.
445;Nostoc sp.
445;Nostoc sp.
445;Nostoc sp.
445;Nostoc sp.
446;Streptomyces davawensis
446;Streptomyces davawensis
446;Streptomyces davawensis
446;Streptomyces davawensis
449;Metasequoia glyptostroboides
450;Medicago sativa
450;Medicago sativa
450;Medicago sativa
450;Medicago sativa
450;Medicago sativa
450;Medicago sativa
450;Medicago sativa
450;Medicago sativa
450;Medicago sativa
450;Medicago sativa
450;Medicago sativa
450;Medicago sativa
450;Medicago sativa
450;Medicago sativa
451;Rhodococcus sp.
451;Rhodococcus sp.
451;Rhodococcus sp.
451;Rhodococcus sp.
451;Rhodococcus sp.
451;Rhodococcus sp.
451;Rhodococcus sp.
451;Rhodococcus sp.
451;Rhodococcus sp.
451;Rhodococcus sp.
451;Rhodococcus sp.
451;Rhodococcus sp.
451;Rhodococcus sp.
451;Rhodococcus sp.
451;Rhodococcus sp.
451;Rhodococcus sp.
451;Rhodococcus sp.
451;Rhodococcus sp.
451;Rhodococcus sp.
451;Rhodococcus sp.
451;Rhodococcus sp.
451;Rhodococcus sp.
451;Rhodococcus sp.
452;Petunia hybrida
452;Petunia hybrida
452;Petunia hybrida
452;Petunia hybrida
452;Petunia hybrida
453;Acer rubrum
454;Salix alba
455;Pinus palustris
456;Prunus padus
457;Salix purpurea
458;Schinus terebinthifolius
459;Phaseolus vulgaris
459;Phaseolus vulgaris
459;Phaseolus vulgaris
459;Phaseolus vulgaris
459;Phaseolus vulgaris
459;Phaseolus vulgaris
459;Phaseolus vulgaris
459;Phaseolus vulgaris
459;Phaseolus vulgaris
459;Phaseolus vulgaris
459;Phaseolus vulgaris
459;Phaseolus vulgaris
459;Phaseolus vulgaris
459;Phaseolus vulgaris
459;Phaseolus vulgaris
459;Phaseolus vulgaris
459;Phaseolus vulgaris
460;Pinus radiata
460;Pinus radiata
461;Pinus taeda
461;Pinus taeda
461;Pinus taeda
461;Pinus taeda
461;Pinus taeda
461;Pinus taeda
461;Pinus taeda
461;Pinus taeda
461;Pinus taeda
462;Forsythia suspensa
463;Picea abies
463;Picea abies
463;Picea abies
463;Picea abies
463;Picea abies
463;Picea abies
463;Picea abies
463;Picea abies
463;Picea abies
464;Populus euramericana
465;Thuja orientalis
466;Erythrina crista
467;Robinia pseudoacacia
468;Daucus carota
468;Daucus carota
468;Daucus carota
468;Daucus carota
468;Daucus carota
468;Daucus carota
468;Daucus carota
468;Daucus carota
469;Helicobacter pylori
469;Helicobacter pylori
469;Helicobacter pylori
469;Helicobacter pylori
469;Helicobacter pylori
469;Helicobacter pylori
469;Helicobacter pylori
469;Helicobacter pylori
469;Helicobacter pylori
469;Helicobacter pylori
469;Helicobacter pylori
469;Helicobacter pylori
469;Helicobacter pylori
469;Helicobacter pylori
469;Helicobacter pylori
469;Helicobacter pylori
469;Helicobacter pylori
469;Helicobacter pylori
469;Helicobacter pylori
469;Helicobacter pylori
469;Helicobacter pylori
469;Helicobacter pylori
469;Helicobacter pylori
469;Helicobacter pylori
469;Helicobacter pylori
469;Helicobacter pylori
469;Helicobacter pylori
469;Helicobacter pylori
469;Helicobacter pylori
469;Helicobacter pylori
469;Helicobacter pylori
469;Helicobacter pylori
469;Helicobacter pylori
469;Helicobacter pylori
469;Helicobacter pylori
469;Helicobacter pylori
469;Helicobacter pylori
469;Helicobacter pylori
469;Helicobacter pylori
469;Helicobacter pylori
469;Helicobacter pylori
469;Helicobacter pylori
469;Helicobacter pylori
469;Helicobacter pylori
469;Helicobacter pylori
469;Helicobacter pylori
469;Helicobacter pylori
469;Helicobacter pylori
469;Helicobacter pylori
469;Helicobacter pylori
469;Helicobacter pylori
469;Helicobacter pylori
469;Helicobacter pylori
470;Secale cereale
470;Secale cereale
470;Secale cereale
470;Secale cereale
470;Secale cereale
471;Helianthus annuus
471;Helianthus annuus
471;Helianthus annuus
471;Helianthus annuus
471;Helianthus annuus
472;Equisetum arvense
473;Hevea brasiliensis
473;Hevea brasiliensis
473;Hevea brasiliensis
473;Hevea brasiliensis
473;Hevea brasiliensis
473;Hevea brasiliensis
473;Hevea brasiliensis
473;Hevea brasiliensis
473;Hevea brasiliensis
474;Syringa vulgaris
475;Linum usitatissimum
475;Linum usitatissimum
475;Linum usitatissimum
475;Linum usitatissimum
475;Linum usitatissimum
475;Linum usitatissimum
476;Populus tremula
476;Populus tremula
476;Populus tremula
476;Populus tremula
476;Populus tremula
476;Populus tremula
476;Populus tremula
476;Populus tremula
477;Prunus serotina
478;Prunus persica
478;Prunus persica
478;Prunus persica
479;Quercus robur
480;Larix leptolepis
481;Sphagnum sp.
482;Saccharum officinarum
482;Saccharum officinarum
482;Saccharum officinarum
482;Saccharum officinarum
482;Saccharum officinarum
483;Pseudotsuga menziesii
483;Pseudotsuga menziesii
484;Phaseolus mungo
485;Hordeum sp.
486;Eucalyptus gunnii
487;Pinus thunbergii
488;Ginkgo biloba
488;Ginkgo biloba
488;Ginkgo biloba
488;Ginkgo biloba
488;Ginkgo biloba
488;Ginkgo biloba
488;Ginkgo biloba
488;Ginkgo biloba
488;Ginkgo biloba
488;Ginkgo biloba
488;Ginkgo biloba
488;Ginkgo biloba
488;Ginkgo biloba
489;Cryptomeria japonica
490;Liriodendron tulipifera
491;Prunus yedoensis
492;Eucalyptus sp.
493;Zinnia elegans
494;Aralia cordata
496;Atrichum undulatum
497;Athyrium filix
498;Equisetum palustre
499;Nephrolepis exaltata
500;Pteris cretica
501;Pteris wimsetti
502;Salvinia natans
503;Selaginella kraussiana
503;Selaginella kraussiana
504;Selaginella martensii
505;Woodwardia radicans
506;Abies nobilis
507;Pinus peuce
508;Pinus strobus
509;Taxus baccata
509;Taxus baccata
509;Taxus baccata
510;Thuja plicata
511;Acer campestre
512;Acer saccharinum
513;Betula verrucosa
514;Cichorium endivia
515;Corylus sp.
516;Heracleum mantegazzianum
517;Ilex aquifolium
518;Ligustrum vulgare
519;Morinda citrifolia
520;Platanus acerifolia
521;Populus nigra
521;Populus nigra
522;Quercus rubra
523;Sambucus racemosa
524;Sorbus aucuparia
524;Sorbus aucuparia
525;Sorbus domestica
527;Eucalyptus camaldulensis
528;Panax ginseng
528;Panax ginseng
528;Panax ginseng
528;Panax ginseng
535;Sorghum bicolor
535;Sorghum bicolor
535;Sorghum bicolor
535;Sorghum bicolor
535;Sorghum bicolor
535;Sorghum bicolor
535;Sorghum bicolor
535;Sorghum bicolor
535;Sorghum bicolor
535;Sorghum bicolor
536;Phyllostachys praecox
538;Salvia officinalis
538;Salvia officinalis
539;Evernia prunastri
540;Solanum tuberosum
540;Solanum tuberosum
540;Solanum tuberosum
540;Solanum tuberosum
540;Solanum tuberosum
540;Solanum tuberosum
540;Solanum tuberosum
540;Solanum tuberosum
540;Solanum tuberosum
540;Solanum tuberosum
540;Solanum tuberosum
540;Solanum tuberosum
540;Solanum tuberosum
540;Solanum tuberosum
540;Solanum tuberosum
540;Solanum tuberosum
540;Solanum tuberosum
540;Solanum tuberosum
540;Solanum tuberosum
540;Solanum tuberosum
540;Solanum tuberosum
540;Solanum tuberosum
540;Solanum tuberosum
540;Solanum tuberosum
540;Solanum tuberosum
540;Solanum tuberosum
540;Solanum tuberosum
540;Solanum tuberosum
540;Solanum tuberosum
540;Solanum tuberosum
540;Solanum tuberosum
540;Solanum tuberosum
540;Solanum tuberosum
540;Solanum tuberosum
540;Solanum tuberosum
540;Solanum tuberosum
540;Solanum tuberosum
540;Solanum tuberosum
540;Solanum tuberosum
540;Solanum tuberosum
540;Solanum tuberosum
541;Vibrio harveyi
541;Vibrio harveyi
541;Vibrio harveyi
541;Vibrio harveyi
541;Vibrio harveyi
541;Vibrio harveyi
541;Vibrio harveyi
542;Crithidia fasciculata
542;Crithidia fasciculata
542;Crithidia fasciculata
542;Crithidia fasciculata
542;Crithidia fasciculata
543;Mycobacterium avium
543;Mycobacterium avium
543;Mycobacterium avium
543;Mycobacterium avium
543;Mycobacterium avium
543;Mycobacterium avium
543;Mycobacterium avium
543;Mycobacterium avium
543;Mycobacterium avium
543;Mycobacterium avium
543;Mycobacterium avium
543;Mycobacterium avium
543;Mycobacterium avium
543;Mycobacterium avium
543;Mycobacterium avium
543;Mycobacterium avium
543;Mycobacterium avium
544;Leuconostoc mesenteroides
544;Leuconostoc mesenteroides
544;Leuconostoc mesenteroides
544;Leuconostoc mesenteroides
544;Leuconostoc mesenteroides
544;Leuconostoc mesenteroides
544;Leuconostoc mesenteroides
544;Leuconostoc mesenteroides
544;Leuconostoc mesenteroides
544;Leuconostoc mesenteroides
544;Leuconostoc mesenteroides
544;Leuconostoc mesenteroides
545;Mycobacterium leprae
545;Mycobacterium leprae
545;Mycobacterium leprae
545;Mycobacterium leprae
545;Mycobacterium leprae
545;Mycobacterium leprae
545;Mycobacterium leprae
546;Trypanosoma cruzi
546;Trypanosoma cruzi
546;Trypanosoma cruzi
546;Trypanosoma cruzi
546;Trypanosoma cruzi
546;Trypanosoma cruzi
546;Trypanosoma cruzi
546;Trypanosoma cruzi
546;Trypanosoma cruzi
546;Trypanosoma cruzi
546;Trypanosoma cruzi
546;Trypanosoma cruzi
546;Trypanosoma cruzi
546;Trypanosoma cruzi
546;Trypanosoma cruzi
546;Trypanosoma cruzi
546;Trypanosoma cruzi
546;Trypanosoma cruzi
546;Trypanosoma cruzi
546;Trypanosoma cruzi
546;Trypanosoma cruzi
546;Trypanosoma cruzi
546;Trypanosoma cruzi
546;Trypanosoma cruzi
546;Trypanosoma cruzi
546;Trypanosoma cruzi
546;Trypanosoma cruzi
546;Trypanosoma cruzi
546;Trypanosoma cruzi
546;Trypanosoma cruzi
546;Trypanosoma cruzi
546;Trypanosoma cruzi
546;Trypanosoma cruzi
546;Trypanosoma cruzi
546;Trypanosoma cruzi
546;Trypanosoma cruzi
546;Trypanosoma cruzi
546;Trypanosoma cruzi
546;Trypanosoma cruzi
546;Trypanosoma cruzi
546;Trypanosoma cruzi
546;Trypanosoma cruzi
546;Trypanosoma cruzi
546;Trypanosoma cruzi
546;Trypanosoma cruzi
546;Trypanosoma cruzi
546;Trypanosoma cruzi
546;Trypanosoma cruzi
547;Vigna radiata
547;Vigna radiata
547;Vigna radiata
547;Vigna radiata
547;Vigna radiata
547;Vigna radiata
547;Vigna radiata
547;Vigna radiata
547;Vigna radiata
548;Lactobacillus brevis
548;Lactobacillus brevis
549;Clostridium thermohydrosulfuricum
550;Propionibacterium freudenreichii
550;Propionibacterium freudenreichii
550;Propionibacterium freudenreichii
550;Propionibacterium freudenreichii
551;Bacillus methanolicus
552;Mycobacterium bovis
552;Mycobacterium bovis
552;Mycobacterium bovis
552;Mycobacterium bovis
552;Mycobacterium bovis
552;Mycobacterium bovis
552;Mycobacterium bovis
552;Mycobacterium bovis
552;Mycobacterium bovis
552;Mycobacterium bovis
552;Mycobacterium bovis
553;Thermococcus sp.
553;Thermococcus sp.
553;Thermococcus sp.
553;Thermococcus sp.
553;Thermococcus sp.
554;Pecten maximus
554;Pecten maximus
555;Thermococcus litoralis
555;Thermococcus litoralis
555;Thermococcus litoralis
555;Thermococcus litoralis
555;Thermococcus litoralis
556;Thermoanaerobacter ethanolicus
557;Clostridium thermocellum
557;Clostridium thermocellum
557;Clostridium thermocellum
557;Clostridium thermocellum
557;Clostridium thermocellum
557;Clostridium thermocellum
557;Clostridium thermocellum
557;Clostridium thermocellum
557;Clostridium thermocellum
558;Thermoanaerobacter sp.
559;Gallus sp.
560;Rhizopus oryzae
560;Rhizopus oryzae
560;Rhizopus oryzae
560;Rhizopus oryzae
560;Rhizopus oryzae
560;Rhizopus oryzae
560;Rhizopus oryzae
561;Felis sp.
562;Equus sp.
563;Penicillium urticae
564;Saimiri
565;Methanogenium thermophilum
566;Methanogenium liminatans
567;Methanobacterium palustre
568;Thermococcus hydrothermalis
568;Thermococcus hydrothermalis
569;Mycobacterium paratuberculosis
570;Thermococcus zilligii
572;Lactobacillus kefir
573;Thermoanaerobium brockii
576;Thermotoga hypogea
577;Prunus armeniaca
578;Pyrus communis
579;Eubacterium aerofaciens
580;Peptostreptococcus productus
581;Clostridium limosum
582;Lactobacillus buchneri
583;Thermotoga maritima
583;Thermotoga maritima
583;Thermotoga maritima
583;Thermotoga maritima
583;Thermotoga maritima
583;Thermotoga maritima
583;Thermotoga maritima
583;Thermotoga maritima
583;Thermotoga maritima
583;Thermotoga maritima
583;Thermotoga maritima
583;Thermotoga maritima
583;Thermotoga maritima
583;Thermotoga maritima
583;Thermotoga maritima
583;Thermotoga maritima
583;Thermotoga maritima
583;Thermotoga maritima
583;Thermotoga maritima
583;Thermotoga maritima
583;Thermotoga maritima
583;Thermotoga maritima
583;Thermotoga maritima
583;Thermotoga maritima
583;Thermotoga maritima
583;Thermotoga maritima
583;Thermotoga maritima
583;Thermotoga maritima
583;Thermotoga maritima
583;Thermotoga maritima
583;Thermotoga maritima
583;Thermotoga maritima
583;Thermotoga maritima
583;Thermotoga maritima
583;Thermotoga maritima
583;Thermotoga maritima
583;Thermotoga maritima
583;Thermotoga maritima
583;Thermotoga maritima
583;Thermotoga maritima
583;Thermotoga maritima
583;Thermotoga maritima
583;Thermotoga maritima
586;Pseudomonas syringae
586;Pseudomonas syringae
586;Pseudomonas syringae
586;Pseudomonas syringae
586;Pseudomonas syringae
586;Pseudomonas syringae
586;Pseudomonas syringae
586;Pseudomonas syringae
586;Pseudomonas syringae
586;Pseudomonas syringae
586;Pseudomonas syringae
586;Pseudomonas syringae
586;Pseudomonas syringae
587;Bacillus cereus
587;Bacillus cereus
587;Bacillus cereus
587;Bacillus cereus
587;Bacillus cereus
587;Bacillus cereus
587;Bacillus cereus
587;Bacillus cereus
587;Bacillus cereus
587;Bacillus cereus
587;Bacillus cereus
588;Streptococcus pyogenes
588;Streptococcus pyogenes
588;Streptococcus pyogenes
588;Streptococcus pyogenes
588;Streptococcus pyogenes
588;Streptococcus pyogenes
589;Vaccinia virus
589;Vaccinia virus
589;Vaccinia virus
589;Vaccinia virus
590;Cercopithecus aethiops
590;Cercopithecus aethiops
590;Cercopithecus aethiops
590;Cercopithecus aethiops
591;Vigna unguiculata
591;Vigna unguiculata
591;Vigna unguiculata
591;Vigna unguiculata
591;Vigna unguiculata
591;Vigna unguiculata
592;Eimeria tenella
592;Eimeria tenella
592;Eimeria tenella
592;Eimeria tenella
592;Eimeria tenella
592;Eimeria tenella
593;Pneumocystis carinii
593;Pneumocystis carinii
593;Pneumocystis carinii
594;Trichomonas foetus
595;Borrelia burgdorferi
595;Borrelia burgdorferi
595;Borrelia burgdorferi
595;Borrelia burgdorferi
595;Borrelia burgdorferi
595;Borrelia burgdorferi
595;Borrelia burgdorferi
595;Borrelia burgdorferi
596;Tritrichomonas foetus
597;Toxoplasma gondii
597;Toxoplasma gondii
597;Toxoplasma gondii
597;Toxoplasma gondii
597;Toxoplasma gondii
597;Toxoplasma gondii
597;Toxoplasma gondii
597;Toxoplasma gondii
597;Toxoplasma gondii
597;Toxoplasma gondii
597;Toxoplasma gondii
597;Toxoplasma gondii
597;Toxoplasma gondii
597;Toxoplasma gondii
597;Toxoplasma gondii
597;Toxoplasma gondii
597;Toxoplasma gondii
597;Toxoplasma gondii
597;Toxoplasma gondii
597;Toxoplasma gondii
597;Toxoplasma gondii
597;Toxoplasma gondii
597;Toxoplasma gondii
597;Toxoplasma gondii
597;Toxoplasma gondii
597;Toxoplasma gondii
599;Parainfluenza virus
601;Datura stramonium
601;Datura stramonium
601;Datura stramonium
601;Datura stramonium
602;Atropa belladonna
602;Atropa belladonna
602;Atropa belladonna
604;Duboisia myoporoides
605;Duboisia leichhardtii
606;Hyoscyamus niger
606;Hyoscyamus niger
607;Brugmansia sp.
608;Hyoscyamus muticus
609;Hyoscyamus pusillus
610;Hyoscyamus canariensis
611;Hyoscyamus bohemicus
612;Hyoscyamus albus
613;Physochlaina orientalis
614;Atropa acuminata
615;Physalis philadelphica
616;Physalis edulis
617;Duboisia hopwoodii
623;Scopolia atropoides
624;Solanum dulcamara
625;Cochlearia officinalis
625;Cochlearia officinalis
626;Mentha x piperita
626;Mentha x piperita
626;Mentha x piperita
627;Capsicum annuum
627;Capsicum annuum
627;Capsicum annuum
627;Capsicum annuum
627;Capsicum annuum
627;Capsicum annuum
627;Capsicum annuum
627;Capsicum annuum
627;Capsicum annuum
629;Candida utilis
629;Candida utilis
629;Candida utilis
630;Pachysolen tannophilus
631;Candida shehatae
632;Candida tenuis
633;Euonymus japonica
634;Celastrus orbiculatus
635;Euonymus sp.
636;Candida intermedia
638;Candida diddensiae
639;Candida silvanorum
640;Torulopsis molishiama
647;Penicillium notatum
648;Acetobacter rancens
649;Acetobacter ascendens
650;acetic acid bacteria
651;Brevibacterium ketosoreductum
653;Gluconobacter frateurii
653;Gluconobacter frateurii
655;Manduca sexta
655;Manduca sexta
655;Manduca sexta
655;Manduca sexta
655;Manduca sexta
655;Manduca sexta
655;Manduca sexta
655;Manduca sexta
655;Manduca sexta
656;Ipomoea batatas
656;Ipomoea batatas
656;Ipomoea batatas
656;Ipomoea batatas
656;Ipomoea batatas
656;Ipomoea batatas
656;Ipomoea batatas
656;Ipomoea batatas
656;Ipomoea batatas
656;Ipomoea batatas
656;Ipomoea batatas
656;Ipomoea batatas
656;Ipomoea batatas
656;Ipomoea batatas
657;Lotus japonicus
657;Lotus japonicus
657;Lotus japonicus
657;Lotus japonicus
657;Lotus japonicus
657;Lotus japonicus
657;Lotus japonicus
657;Lotus japonicus
657;Lotus japonicus
657;Lotus japonicus
658;Allium cepa
658;Allium cepa
658;Allium cepa
658;Allium cepa
659;Citrus sinensis
659;Citrus sinensis
659;Citrus sinensis
659;Citrus sinensis
659;Citrus sinensis
659;Citrus sinensis
659;Citrus sinensis
661;Brassica rapa
661;Brassica rapa
661;Brassica rapa
661;Brassica rapa
661;Brassica rapa
